country,year,co2,population,surface_km2,co2_per_km2
Romania,1959,50.6430,18187698,238391,0.0002124367
Romania,1960,53.3940,18313498,238391,0.0002239766
Romania,1961,55.7160,18422519,238391,0.0002337169
Romania,1962,63.8130,18511673,238391,0.0002676821
Romania,1963,69.4550,18587432,238391,0.0002913491
Romania,1964,72.0370,18655407,238391,0.0003021800
Romania,1965,78.6370,18713061,238391,0.0003298656
Romania,1966,84.0910,18776260,238391,0.0003527440
Romania,1967,92.0290,18998561,238391,0.0003860423
Romania,1968,100.0790,19361050,238391,0.0004198103
Romania,1969,111.5270,19701813,238391,0.0004678323
Romania,1970,119.9810,20011627,238391,0.0005032950
Romania,1971,125.6600,20293489,238391,0.0005271172
Romania,1972,132.2080,20555576,238391,0.0005545847
Romania,1973,144.6910,20798321,238391,0.0006069482
Romania,1974,150.6080,21033561,238391,0.0006317688
Romania,1975,161.8620,21268070,238391,0.0006789770
Romania,1976,174.2750,21497683,238391,0.0007310469
Romania,1977,177.8330,21700176,238391,0.0007459720
Romania,1978,193.2440,21868064,238391,0.0008106179
Romania,1979,195.3240,22019629,238391,0.0008193430
Romania,1980,195.8070,22154776,238391,0.0008213691
Romania,1981,197.3230,22272787,238391,0.0008277284
Romania,1982,194.8770,22374447,238391,0.0008174679
Romania,1983,199.6600,22459213,238391,0.0008375316
Romania,1984,188.3230,22534001,238391,0.0007899753
Romania,1985,193.4460,22605814,238391,0.0008114652
Romania,1986,201.0700,22674739,238391,0.0008434463
Romania,1987,211.0210,22745588,238391,0.0008851886
Romania,1988,211.5680,22815434,238391,0.0008874832
Romania,1989,212.9660,22887645,238391,0.0008933475
Romania,1990,176.5450,22939529,238391,0.0007405691
Romania,1991,142.2660,22947415,238391,0.0005967759
Romania,1992,132.0700,22912388,238391,0.0005540058
Romania,1993,122.7590,22842257,238391,0.0005149481
Romania,1994,120.9620,22756246,238391,0.0005074101
Romania,1995,125.7660,22657724,238391,0.0005275619
Romania,1996,129.1890,22541912,238391,0.0005419206
Romania,1997,118.1740,22411509,238391,0.0004957150
Romania,1998,104.8750,22284900,238391,0.0004399285
Romania,1999,89.0340,22166156,238391,0.0003734789
Romania,2000,93.3430,22046264,238391,0.0003915542
Romania,2001,98.9910,21919917,238391,0.0004152464
Romania,2002,99.2990,21770020,238391,0.0004165384
Romania,2003,103.8360,21593447,238391,0.0004355701
Romania,2004,103.3110,21403214,238391,0.0004333679
Romania,2005,101.3640,21213395,238391,0.0004252006
Romania,2006,104.3220,21035734,238391,0.0004376088
Romania,2007,108.3920,20870714,238391,0.0004546816
Romania,2008,106.9270,20718744,238391,0.0004485362
Romania,2009,87.7260,20576923,238391,0.0003679921
Romania,2010,84.2880,20432576,238391,0.0003535704
Romania,2011,92.2410,20282008,238391,0.0003869316
Romania,2012,89.6420,20158452,238391,0.0003760293
Romania,2013,78.5980,20062914,238391,0.0003297020
Romania,2014,79.0930,19968180,238391,0.0003317785
Romania,2015,77.8080,19871018,238391,0.0003263882
Romania,2016,76.3120,19777049,238391,0.0003201128
Romania,2017,79.1580,19689406,238391,0.0003320511
Romania,2018,79.6390,19597874,238391,0.0003340688
Romania,2019,76.4570,19501543,238391,0.0003207210
Romania,2020,73.7100,19392469,238391,0.0003091979
Romania,2021,77.2700,19248159,238391,0.0003241314
Romania,2022,72.9930,19166776,238391,0.0003061903
Romania,2023,68.2390,19118481,238391,0.0002862482
Russia,1950,415.0610,103392365,17098242,0.0000242751
Russia,1951,449.8320,104844658,17098242,0.0000263087
Russia,1952,481.7010,106326385,17098242,0.0000281725
Russia,1953,509.6130,107851683,17098242,0.0000298050
Russia,1954,556.5750,109463247,17098242,0.0000325516
Russia,1955,631.1010,111160997,17098242,0.0000369103
Russia,1956,691.9420,112909102,17098242,0.0000404686
Russia,1957,757.2010,114730333,17098242,0.0000442853
Russia,1958,808.2240,116588765,17098242,0.0000472694
Russia,1959,849.7390,118293890,17098242,0.0000496974
Russia,1960,884.7020,119934143,17098242,0.0000517423
Russia,1961,912.3730,121604309,17098242,0.0000533606
Russia,1962,957.5890,123111720,17098242,0.0000560051
Russia,1963,1026.9740,124449752,17098242,0.0000600631
Russia,1964,1092.2140,125630155,17098242,0.0000638787
Russia,1965,1158.6390,126634209,17098242,0.0000677636
Russia,1966,1223.5810,127533631,17098242,0.0000715618
Russia,1967,1279.4390,128342646,17098242,0.0000748287
Russia,1968,1315.3960,129065047,17098242,0.0000769317
Russia,1969,1369.8980,129762192,17098242,0.0000801192
Russia,1970,1440.7730,130367189,17098242,0.0000842644
Russia,1971,1528.9550,130987109,17098242,0.0000894218
Russia,1972,1608.6550,131726417,17098242,0.0000940831
Russia,1973,1676.5930,132475153,17098242,0.0000980565
Russia,1974,1740.4370,133259154,17098242,0.0001017904
Russia,1975,1829.4520,134136099,17098242,0.0001069965
Russia,1976,1899.9110,135080691,17098242,0.0001111173
Russia,1977,1964.5340,136040973,17098242,0.0001148968
Russia,1978,2032.0020,136979086,17098242,0.0001188427
Russia,1979,2048.8550,137816542,17098242,0.0001198284
Russia,1980,2129.4690,138572628,17098242,0.0001245432
Russia,1981,2088.9230,139351496,17098242,0.0001221718
Russia,1982,2128.3050,140247744,17098242,0.0001244751
Russia,1983,2158.4920,141331277,17098242,0.0001262406
Russia,1984,2177.6590,142464237,17098242,0.0001273616
Russia,1985,2348.5360,143569388,17098242,0.0001373554
Russia,1986,2348.9280,144807816,17098242,0.0001373783
Russia,1987,2357.9200,146147382,17098242,0.0001379042
Russia,1988,2436.9350,147364493,17098242,0.0001425255
Russia,1989,2404.8250,148281863,17098242,0.0001406475
Russia,1990,2536.2480,148979538,17098242,0.0001483338
Russia,1991,2406.7560,149448434,17098242,0.0001407604
Russia,1992,1966.5050,148915993,17098242,0.0001150121
Russia,1993,1866.7290,148135419,17098242,0.0001091767
Russia,1994,1647.6650,148200736,17098242,0.0000963646
Russia,1995,1619.7270,148291405,17098242,0.0000947306
Russia,1996,1586.8220,148084580,17098242,0.0000928061
Russia,1997,1482.2450,147853772,17098242,0.0000866899
Russia,1998,1465.2530,147635542,17098242,0.0000856961
Russia,1999,1494.1790,147241973,17098242,0.0000873879
Russia,2000,1479.1420,146717784,17098242,0.0000865084
Russia,2001,1515.6470,146117290,17098242,0.0000886434
Russia,2002,1506.7880,145939502,17098242,0.0000881253
Russia,2003,1537.0180,145794231,17098242,0.0000898933
Russia,2004,1543.9570,145180094,17098242,0.0000902992
Russia,2005,1562.5770,144597888,17098242,0.0000913882
Russia,2006,1623.0020,144102949,17098242,0.0000949222
Russia,2007,1623.7810,143859769,17098242,0.0000949677
Russia,2008,1652.0640,143811835,17098242,0.0000966219
Russia,2009,1545.0340,143869130,17098242,0.0000903622
Russia,2010,1632.7830,143934468,17098242,0.0000954942
Russia,2011,1685.9100,144043751,17098242,0.0000986014
Russia,2012,1701.2680,144291024,17098242,0.0000994996
Russia,2013,1640.4370,144604102,17098242,0.0000959419
Russia,2014,1639.9590,144925638,17098242,0.0000959139
Russia,2015,1638.6750,145307611,17098242,0.0000958388
Russia,2016,1634.8850,145778669,17098242,0.0000956171
Russia,2017,1666.1210,146186800,17098242,0.0000974440
Russia,2018,1712.4940,146430147,17098242,0.0001001561
Russia,2019,1705.0310,146533063,17098242,0.0000997197
Russia,2020,1632.9290,146371293,17098242,0.0000955027
Russia,2021,1711.9930,145836172,17098242,0.0001001268
Russia,2022,1802.1900,145579890,17098242,0.0001054021
Russia,2023,1815.9250,145440504,17098242,0.0001062054
Saudi Arabia,1950,5.1410,1703280,2149690,0.0000023915
Saudi Arabia,1951,0.0000,1763610,2149690,0.0000000000
Saudi Arabia,1952,0.0000,1826522,2149690,0.0000000000
Saudi Arabia,1953,0.4760,1892173,2149690,0.0000002214
Saudi Arabia,1954,1.2380,1960632,2149690,0.0000005759
Saudi Arabia,1955,2.1140,2031964,2149690,0.0000009834
Saudi Arabia,1956,1.6300,2106234,2149690,0.0000007582
Saudi Arabia,1957,2.0990,2183543,2149690,0.0000009764
Saudi Arabia,1958,1.9970,2264105,2149690,0.0000009290
Saudi Arabia,1959,1.8540,2348014,2149690,0.0000008624
Saudi Arabia,1960,2.6740,2435410,2149690,0.0000012439
Saudi Arabia,1961,3.5680,2526351,2149690,0.0000016598
Saudi Arabia,1962,6.2500,2620915,2149690,0.0000029074
Saudi Arabia,1963,6.9390,2719348,2149690,0.0000032279
Saudi Arabia,1964,7.0410,2821969,2149690,0.0000032754
Saudi Arabia,1965,4.2160,2928780,2149690,0.0000019612
Saudi Arabia,1966,6.4070,3039891,2149690,0.0000029804
Saudi Arabia,1967,25.4850,3157247,2149690,0.0000118552
Saudi Arabia,1968,29.0790,3282708,2149690,0.0000135271
Saudi Arabia,1969,35.2710,3417125,2149690,0.0000164075
Saudi Arabia,1970,45.2510,3562476,2149690,0.0000210500
Saudi Arabia,1971,59.7570,3724039,2149690,0.0000277980
Saudi Arabia,1972,70.2820,3905728,2149690,0.0000326940
Saudi Arabia,1973,95.0540,4106347,2149690,0.0000442175
Saudi Arabia,1974,98.7020,4323640,2149690,0.0000459145
Saudi Arabia,1975,83.2610,4556290,2149690,0.0000387316
Saudi Arabia,1976,101.4600,4807935,2149690,0.0000471975
Saudi Arabia,1977,118.0700,5083043,2149690,0.0000549242
Saudi Arabia,1978,115.0250,5381900,2149690,0.0000535077
Saudi Arabia,1979,138.0050,5703703,2149690,0.0000641976
Saudi Arabia,1980,169.2400,6047996,2149690,0.0000787276
Saudi Arabia,1981,175.3050,6420554,2149690,0.0000815490
Saudi Arabia,1982,157.8930,6824485,2149690,0.0000734492
Saudi Arabia,1983,160.8370,7252944,2149690,0.0000748187
Saudi Arabia,1984,155.5120,7697312,2149690,0.0000723416
Saudi Arabia,1985,172.4210,8151780,2149690,0.0000802074
Saudi Arabia,1986,204.6040,8628639,2149690,0.0000951784
Saudi Arabia,1987,190.4470,9130205,2149690,0.0000885928
Saudi Arabia,1988,202.2520,9629172,2149690,0.0000940843
Saudi Arabia,1989,203.4240,10128396,2149690,0.0000946295
Saudi Arabia,1990,182.0250,10640698,2149690,0.0000846750
Saudi Arabia,1991,244.5870,11160752,2149690,0.0001137778
Saudi Arabia,1992,276.0860,11686682,2149690,0.0001284306
Saudi Arabia,1993,297.8330,12215865,2149690,0.0001385470
Saudi Arabia,1994,291.2890,12750036,2149690,0.0001355028
Saudi Arabia,1995,274.6920,13289245,2149690,0.0001277821
Saudi Arabia,1996,269.5940,13831002,2149690,0.0001254106
Saudi Arabia,1997,227.2410,14374948,2149690,0.0001057087
Saudi Arabia,1998,219.0130,14922189,2149690,0.0001018812
Saudi Arabia,1999,237.8220,15472075,2149690,0.0001106308
Saudi Arabia,2000,309.7600,16177733,2149690,0.0001440952
Saudi Arabia,2001,324.5160,17041405,2149690,0.0001509594
Saudi Arabia,2002,347.0970,17910909,2149690,0.0001614637
Saudi Arabia,2003,351.4050,18786770,2149690,0.0001634678
Saudi Arabia,2004,407.8820,19669486,2149690,0.0001897399
Saudi Arabia,2005,412.4110,20559884,2149690,0.0001918467
Saudi Arabia,2006,445.1680,21459139,2149690,0.0002070847
Saudi Arabia,2007,423.5320,22368313,2149690,0.0001970200
Saudi Arabia,2008,469.7130,23287883,2149690,0.0002185027
Saudi Arabia,2009,504.2800,24217654,2149690,0.0002345827
Saudi Arabia,2010,555.9620,25157135,2149690,0.0002586243
Saudi Arabia,2011,540.5790,26105636,2149690,0.0002514684
Saudi Arabia,2012,606.1020,27062447,2149690,0.0002819486
Saudi Arabia,2013,583.6110,28026826,2149690,0.0002714861
Saudi Arabia,2014,585.5680,28998127,2149690,0.0002723965
Saudi Arabia,2015,624.9990,29974944,2149690,0.0002907391
Saudi Arabia,2016,641.6620,30717804,2149690,0.0002984905
Saudi Arabia,2017,613.6850,30782402,2149690,0.0002854760
Saudi Arabia,2018,637.4870,30365119,2149690,0.0002965483
Saudi Arabia,2019,657.5880,30472810,2149690,0.0003058990
Saudi Arabia,2020,616.0860,30991205,2149690,0.0002865930
Saudi Arabia,2021,695.8420,31328374,2149690,0.0003236941
Saudi Arabia,2022,723.3310,32175352,2149690,0.0003364815
Saudi Arabia,2023,736.2050,33264288,2149690,0.0003424703
South Africa,1950,61.0310,13038501,1221037,0.0000499829
South Africa,1951,65.1420,13309025,1221037,0.0000533497
South Africa,1952,70.8830,13595544,1221037,0.0000580515
South Africa,1953,70.9960,13892916,1221037,0.0000581440
South Africa,1954,73.8980,14203781,1221037,0.0000605207
South Africa,1955,82.9360,14533371,1221037,0.0000679226
South Africa,1956,87.2630,14880686,1221037,0.0000714663
South Africa,1957,89.6520,15244838,1221037,0.0000734228
South Africa,1958,96.2530,15620419,1221037,0.0000788289
South Africa,1959,94.4730,16014971,1221037,0.0000773711
South Africa,1960,97.8440,16440173,1221037,0.0000801319
South Africa,1961,102.1200,16908039,1221037,0.0000836338
South Africa,1962,105.6700,17418524,1221037,0.0000865412
South Africa,1963,109.7250,17954561,1221037,0.0000898621
South Africa,1964,119.5460,18511368,1221037,0.0000979053
South Africa,1965,128.1400,19089382,1221037,0.0001049436
South Africa,1966,128.2350,19690084,1221037,0.0001050214
South Africa,1967,133.7600,20314071,1221037,0.0001095462
South Africa,1968,137.9540,20957288,1221037,0.0001129810
South Africa,1969,143.1430,21614679,1221037,0.0001172307
South Africa,1970,149.6180,22279991,1221037,0.0001225336
South Africa,1971,168.4030,22942144,1221037,0.0001379180
South Africa,1972,171.5540,23609456,1221037,0.0001404986
South Africa,1973,173.3520,24294265,1221037,0.0001419711
South Africa,1974,176.5440,24989109,1221037,0.0001445853
South Africa,1975,185.0010,25690943,1221037,0.0001515114
South Africa,1976,192.9050,26395450,1221037,0.0001579846
South Africa,1977,199.7350,27118951,1221037,0.0001635782
South Africa,1978,201.8760,27869507,1221037,0.0001653316
South Africa,1979,218.6670,28634161,1221037,0.0001790830
South Africa,1980,228.1980,29518856,1221037,0.0001868887
South Africa,1981,257.0750,30541046,1221037,0.0002105383
South Africa,1982,280.4330,31615338,1221037,0.0002296679
South Africa,1983,291.9020,32739307,1221037,0.0002390607
South Africa,1984,315.5930,33892792,1221037,0.0002584631
South Africa,1985,323.8610,35042097,1221037,0.0002652344
South Africa,1986,330.4970,36180519,1221037,0.0002706691
South Africa,1987,328.6650,37326193,1221037,0.0002691687
South Africa,1988,342.6550,38480645,1221037,0.0002806262
South Africa,1989,340.7110,39628574,1221037,0.0002790341
South Africa,1990,312.9300,40746273,1221037,0.0002562822
South Africa,1991,326.0270,41687903,1221037,0.0002670083
South Africa,1992,301.3250,42443510,1221037,0.0002467779
South Africa,1993,320.3450,43297154,1221037,0.0002623549
South Africa,1994,338.6980,44004140,1221037,0.0002773855
South Africa,1995,361.6940,44541559,1221037,0.0002962187
South Africa,1996,363.7320,45123022,1221037,0.0002978878
South Africa,1997,385.2230,45666836,1221037,0.0003154884
South Africa,1998,377.2620,46223887,1221037,0.0003089685
South Africa,1999,374.8910,46730332,1221037,0.0003070267
South Africa,2000,378.3070,47159714,1221037,0.0003098244
South Africa,2001,371.6240,47566805,1221037,0.0003043511
South Africa,2002,356.5230,48019414,1221037,0.0002919838
South Africa,2003,404.4100,48500349,1221037,0.0003312021
South Africa,2004,449.3070,48991420,1221037,0.0003679717
South Africa,2005,416.2010,49490041,1221037,0.0003408586
South Africa,2006,446.7700,49998272,1221037,0.0003658939
South Africa,2007,465.0450,50528577,1221037,0.0003808607
South Africa,2008,494.6980,51114595,1221037,0.0004051458
South Africa,2009,474.5230,51728518,1221037,0.0003886229
South Africa,2010,463.0000,52344045,1221037,0.0003791859
South Africa,2011,465.9080,52995210,1221037,0.0003815675
South Africa,2012,458.9650,53782569,1221037,0.0003758813
South Africa,2013,458.6470,54678790,1221037,0.0003756209
South Africa,2014,471.9650,55594838,1221037,0.0003865280
South Africa,2015,446.3490,56723537,1221037,0.0003655491
South Africa,2016,457.0900,57259550,1221037,0.0003743457
South Africa,2017,439.9960,57635158,1221037,0.0003603462
South Africa,2018,434.5810,58613000,1221037,0.0003559114
South Africa,2019,464.1140,59587880,1221037,0.0003800982
South Africa,2020,434.0670,60562374,1221037,0.0003554905
South Africa,2021,425.9180,61502601,1221037,0.0003488166
South Africa,2022,405.3120,62378419,1221037,0.0003319408
South Africa,2023,401.8930,63212386,1221037,0.0003291407
South Korea,1950,2.1840,19757320,100210,0.0000217942
South Korea,1951,2.9240,19868990,100210,0.0000291787
South Korea,1952,3.4620,20229881,100210,0.0000345475
South Korea,1953,4.6930,20775325,100210,0.0000468317
South Korea,1954,5.1590,21415579,100210,0.0000514819
South Korea,1955,6.4450,22125103,100210,0.0000643149
South Korea,1956,7.5550,22874440,100210,0.0000753917
South Korea,1957,8.2140,23660791,100210,0.0000819679
South Korea,1958,9.0090,24473927,100210,0.0000899012
South Korea,1959,11.2210,25298234,100210,0.0001119749
South Korea,1960,12.5400,26115390,100210,0.0001251372
South Korea,1961,14.4490,26852962,100210,0.0001441872
South Korea,1962,17.2620,27509234,100210,0.0001722583
South Korea,1963,21.0830,28145547,100210,0.0002103882
South Korea,1964,22.1950,28744980,100210,0.0002214849
South Korea,1965,24.9780,29284343,100210,0.0002492566
South Korea,1966,29.9820,29845940,100210,0.0002991917
South Korea,1967,35.1130,30495724,100210,0.0003503942
South Korea,1968,37.1970,31175295,100210,0.0003711905
South Korea,1969,42.4680,31852769,100210,0.0004237900
South Korea,1970,53.7160,32542203,100210,0.0005360343
South Korea,1971,58.5340,33239860,100210,0.0005841134
South Korea,1972,60.2470,33936471,100210,0.0006012075
South Korea,1973,72.9750,34625845,100210,0.0007282207
South Korea,1974,75.5510,35287832,100210,0.0007539268
South Korea,1975,81.6660,35875741,100210,0.0008149486
South Korea,1976,93.1050,36379927,100210,0.0009290989
South Korea,1977,105.4600,36843638,100210,0.0010523900
South Korea,1978,113.1190,37281937,100210,0.0011288195
South Korea,1979,132.8740,37710898,100210,0.0013259555
South Korea,1980,134.5240,38141109,100210,0.0013424209
South Korea,1981,139.5900,38689193,100210,0.0013929748
South Korea,1982,140.7820,39356158,100210,0.0014048698
South Korea,1983,149.1340,40000944,100210,0.0014882147
South Korea,1984,160.7000,40598301,100210,0.0016036324
South Korea,1985,168.7580,41148957,100210,0.0016840435
South Korea,1986,176.2970,41718508,100210,0.0017592755
South Korea,1987,185.3580,42322092,100210,0.0018496956
South Korea,1988,210.9530,42922979,100210,0.0021051093
South Korea,1989,223.5100,43524764,100210,0.0022304161
South Korea,1990,250.5110,44081425,100210,0.0024998603
South Korea,1991,275.6880,44439149,100210,0.0027511027
South Korea,1992,299.9050,44653700,100210,0.0029927652
South Korea,1993,330.1740,44887722,100210,0.0032948209
South Korea,1994,355.6950,45130842,100210,0.0035494961
South Korea,1995,383.6650,45368425,100210,0.0038286099
South Korea,1996,420.9960,45638701,100210,0.0042011376
South Korea,1997,444.9680,45941541,100210,0.0044403553
South Korea,1998,378.0380,46230883,100210,0.0037724578
South Korea,1999,410.5190,46500382,100210,0.0040965872
South Korea,2000,439.9810,46766659,100210,0.0043905898
South Korea,2001,455.6310,47043466,100210,0.0045467618
South Korea,2002,476.0650,47299118,100210,0.0047506736
South Korea,2003,485.2130,47514158,100210,0.0048419619
South Korea,2004,491.3890,47697076,100210,0.0049035925
South Korea,2005,498.6880,47851646,100210,0.0049764295
South Korea,2006,503.4780,48006518,100210,0.0050242291
South Korea,2007,521.7090,48178122,100210,0.0052061571
South Korea,2008,532.6510,48356486,100210,0.0053153478
South Korea,2009,537.8200,48546689,100210,0.0053669294
South Korea,2010,594.3390,48769330,100210,0.0059309350
South Korea,2011,623.4430,49127641,100210,0.0062213651
South Korea,2012,627.9430,49599579,100210,0.0062662708
South Korea,2013,634.5810,50071168,100210,0.0063325117
South Korea,2014,629.3660,50539055,100210,0.0062804710
South Korea,2015,634.1770,50983908,100210,0.0063284802
South Korea,2016,637.9140,51297837,100210,0.0063657719
South Korea,2017,654.5370,51486268,100210,0.0065316535
South Korea,2018,670.1690,51640894,100210,0.0066876459
South Korea,2019,646.1020,51767843,100210,0.0064474803
South Korea,2020,597.6340,51858480,100210,0.0059638160
South Korea,2021,616.0750,51848401,100210,0.0061478395
South Korea,2022,602.0920,51782514,100210,0.0060083026
South Korea,2023,577.4170,51748744,100210,0.0057620697
Spain,1950,33.0350,28077049,505990,0.0000652879
Spain,1951,33.1150,28214862,505990,0.0000654460
Spain,1952,37.6030,28406044,505990,0.0000743157
Spain,1953,38.9310,28632700,505990,0.0000769403
Spain,1954,39.7240,28857829,505990,0.0000785075
Spain,1955,40.2720,29089775,505990,0.0000795905
Spain,1956,42.3330,29323672,505990,0.0000836637
Spain,1957,50.2130,29569969,505990,0.0000992371
Spain,1958,55.8730,29849659,505990,0.0001104231
Spain,1959,52.0790,30140708,505990,0.0001029250
Spain,1960,48.8660,30404938,505990,0.0000965750
Spain,1961,53.6070,30699568,505990,0.0001059448
Spain,1962,59.9760,31040105,505990,0.0001185320
Spain,1963,58.7430,31379830,505990,0.0001160952
Spain,1964,64.3240,31741585,505990,0.0001271250
Spain,1965,71.0200,32110669,505990,0.0001403585
Spain,1966,77.6170,32465886,505990,0.0001533963
Spain,1967,86.3940,32820749,505990,0.0001707425
Spain,1968,97.0170,33170122,505990,0.0001917370
Spain,1969,96.7370,33496941,505990,0.0001911836
Spain,1970,116.7660,33812721,505990,0.0002307674
Spain,1971,128.4590,34157449,505990,0.0002538766
Spain,1972,144.7160,34539861,505990,0.0002860057
Spain,1973,154.9570,34926520,505990,0.0003062452
Spain,1974,172.6660,35361763,505990,0.0003412439
Spain,1975,181.0540,35795771,505990,0.0003578213
Spain,1976,197.7460,36176272,505990,0.0003908101
Spain,1977,194.8290,36551267,505990,0.0003850452
Spain,1978,199.5140,36904972,505990,0.0003943042
Spain,1979,202.7470,37230368,505990,0.0004006937
Spain,1980,213.9120,37537561,505990,0.0004227593
Spain,1981,206.0960,37812707,505990,0.0004073124
Spain,1982,208.5990,38047097,505990,0.0004122591
Spain,1983,203.4350,38253248,505990,0.0004020534
Spain,1984,197.6670,38437483,505990,0.0003906540
Spain,1985,199.9310,38601315,505990,0.0003951284
Spain,1986,189.1130,38735706,505990,0.0003737485
Spain,1987,189.5080,38852007,505990,0.0003745291
Spain,1988,197.4580,38952262,505990,0.0003902409
Spain,1989,224.8850,39029556,505990,0.0004444455
Spain,1990,230.1740,39084975,505990,0.0004548983
Spain,1991,240.0090,39201749,505990,0.0004743355
Spain,1992,248.4120,39420344,505990,0.0004909425
Spain,1993,239.8090,39651627,505990,0.0004739402
Spain,1994,252.0470,39858722,505990,0.0004981264
Spain,1995,265.7790,40052733,505990,0.0005252653
Spain,1996,253.2370,40237375,505990,0.0005004783
Spain,1997,265.5670,40423823,505990,0.0005248463
Spain,1998,274.3180,40617436,505990,0.0005421411
Spain,1999,297.7730,40812855,505990,0.0005884958
Spain,2000,310.0720,41019773,505990,0.0006128026
Spain,2001,311.8090,41245604,505990,0.0006162355
Spain,2002,331.9500,41755702,505990,0.0006560406
Spain,2003,336.3330,42506541,505990,0.0006647029
Spain,2004,353.0110,43234563,505990,0.0006976640
Spain,2005,368.3390,43958884,505990,0.0007279571
Spain,2006,359.6540,44695446,505990,0.0007107927
Spain,2007,367.4010,45516501,505990,0.0007261033
Spain,2008,335.8890,46235055,505990,0.0006638254
Spain,2009,296.5010,46635182,505990,0.0005859819
Spain,2010,282.9380,46840470,505990,0.0005591771
Spain,2011,283.8010,46998040,505990,0.0005608826
Spain,2012,278.0610,47018321,505990,0.0005495385
Spain,2013,251.9420,46860393,505990,0.0004979189
Spain,2014,254.1810,46720186,505990,0.0005023439
Spain,2015,270.7400,46683683,505990,0.0005350699
Spain,2016,259.6250,46732766,505990,0.0005131030
Spain,2017,273.5800,46868594,505990,0.0005406826
Spain,2018,268.5900,47092817,505990,0.0005308208
Spain,2019,250.5960,47435120,505990,0.0004952588
Spain,2020,211.8430,47679482,505990,0.0004186703
Spain,2021,229.0690,47735670,505990,0.0004527145
Spain,2022,234.6570,47828386,505990,0.0004637582
Spain,2023,221.6160,47911583,505990,0.0004379849
Sweden,1950,28.6560,7016565,450295,0.0000636383
Sweden,1951,33.4370,7072884,450295,0.0000742558
Sweden,1952,34.5210,7124675,450295,0.0000766631
Sweden,1953,32.5490,7171425,450295,0.0000722837
Sweden,1954,34.4940,7213461,450295,0.0000766031
Sweden,1955,39.0960,7262328,450295,0.0000868231
Sweden,1956,43.3750,7315523,450295,0.0000963257
Sweden,1957,38.8430,7366883,450295,0.0000862612
Sweden,1958,42.0710,7414352,450295,0.0000934299
Sweden,1959,42.3880,7453561,450295,0.0000941338
Sweden,1960,49.1710,7484597,450295,0.0001091973
Sweden,1961,48.8000,7519997,450295,0.0001083734
Sweden,1962,51.2730,7561517,450295,0.0001138654
Sweden,1963,55.3130,7604207,450295,0.0001228373
Sweden,1964,60.3680,7661190,450295,0.0001340632
Sweden,1965,62.5620,7733011,450295,0.0001389356
Sweden,1966,72.5170,7805586,450295,0.0001610433
Sweden,1967,68.9300,7866404,450295,0.0001530774
Sweden,1968,77.6060,7912122,450295,0.0001723448
Sweden,1969,86.3810,7968013,450295,0.0001918320
Sweden,1970,92.2870,8042783,450295,0.0002049479
Sweden,1971,84.5090,8098105,450295,0.0001876747
Sweden,1972,84.7030,8122427,450295,0.0001881056
Sweden,1973,87.2900,8137164,450295,0.0001938507
Sweden,1974,79.8230,8160636,450295,0.0001772682
Sweden,1975,80.7600,8192642,450295,0.0001793491
Sweden,1976,88.2410,8222393,450295,0.0001959626
Sweden,1977,85.7400,8251698,450295,0.0001904085
Sweden,1978,79.4760,8275793,450295,0.0001764976
Sweden,1979,84.8690,8293749,450295,0.0001884742
Sweden,1980,71.7140,8310470,450295,0.0001592600
Sweden,1981,69.3890,8320460,450295,0.0001540968
Sweden,1982,62.2570,8325179,450295,0.0001382583
Sweden,1983,58.2680,8328917,450295,0.0001293996
Sweden,1984,57.3080,8336484,450295,0.0001272677
Sweden,1985,62.3640,8350249,450295,0.0001384959
Sweden,1986,62.0100,8369682,450295,0.0001377097
Sweden,1987,59.6950,8397651,450295,0.0001325686
Sweden,1988,57.4250,8436358,450295,0.0001275275
Sweden,1989,55.5210,8492819,450295,0.0001232992
Sweden,1990,57.5200,8558569,450295,0.0001277385
Sweden,1991,57.7510,8616954,450295,0.0001282515
Sweden,1992,57.5780,8667577,450295,0.0001278673
Sweden,1993,57.5720,8718036,450295,0.0001278540
Sweden,1994,60.0260,8780193,450295,0.0001333037
Sweden,1995,59.5120,8826299,450295,0.0001321622
Sweden,1996,63.3810,8840329,450295,0.0001407544
Sweden,1997,58.3830,8845524,450295,0.0001296550
Sweden,1998,58.8020,8850606,450295,0.0001305855
Sweden,1999,55.9820,8857691,450295,0.0001243229
Sweden,2000,54.9300,8872100,450295,0.0001219867
Sweden,2001,55.8380,8896018,450295,0.0001240032
Sweden,2002,56.6850,8925044,450295,0.0001258841
Sweden,2003,57.2920,8958432,450295,0.0001272321
Sweden,2004,56.5170,8993806,450295,0.0001255111
Sweden,2005,53.8750,9029770,450295,0.0001196438
Sweden,2006,53.7380,9080626,450295,0.0001193395
Sweden,2007,52.9940,9148277,450295,0.0001176873
Sweden,2008,50.8660,9219903,450295,0.0001129615
Sweden,2009,47.2380,9298738,450295,0.0001049046
Sweden,2010,53.1200,9378234,450295,0.0001179671
Sweden,2011,49.2110,9449262,450295,0.0001092861
Sweden,2012,46.7120,9519479,450295,0.0001037364
Sweden,2013,45.2020,9600621,450295,0.0001003831
Sweden,2014,43.4730,9696437,450295,0.0000965434
Sweden,2015,43.4180,9799482,450295,0.0000964212
Sweden,2016,43.4140,9923281,450295,0.0000964124
Sweden,2017,42.4380,10057864,450295,0.0000942449
Sweden,2018,42.0580,10175401,450295,0.0000934010
